customer_index,risk_category,risk_score,cluster_id,persona_label,top_driver_1,top_driver_1_shap_value,top_driver_1_actual_rating,top_driver_2,top_driver_2_shap_value,top_driver_2_actual_rating,top_driver_3,top_driver_3_shap_value,top_driver_3_actual_rating
23182,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1293,2622.0,was_na_Seat comfort,-0.0136,0.0,was_na_Gate location,0.0,0.0
23183,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1456,4.0,delay_severity,-0.0407,0.0,Inflight wifi service,-0.0405,5.0
23184,High,0.8317,C0,Hài Lòng Toàn Diện,Checkin service,-0.7819,2.0,Online boarding,-0.3884,2.0,Cleanliness,-0.3176,4.0
23185,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4872,5.0,Ease of Online booking,-0.4139,5.0,Departure/Arrival time convenient,-0.3246,5.0
23186,Very Low,0.2541,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.8929,5.0,Inflight wifi service,-0.4203,5.0,Gate location,-0.4087,5.0
23187,Low,0.3,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.5209,1.0,Class_ord,-0.3241,2.0,biz_travel,-0.1877,1.0
23188,Medium,0.3003,C0,Hài Lòng Toàn Diện,Cleanliness,-0.2134,4.0,Age,-0.1871,35.0,Baggage handling,-0.0364,4.0
23189,Very Low,0.0,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.9826,2.0,biz_travel,-0.3112,0.0,Class_ord,-0.1641,0.0
23190,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0615,4.0,was_na_Seat comfort,-0.0173,0.0,was_na_Departure/Arrival time convenient,-0.0005,0.0
23191,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0971,4.0,Departure Delay in Minutes,-0.0615,14.0,Online boarding,-0.052,4.0
23192,Medium,0.5208,C0,Hài Lòng Toàn Diện,biz_travel,-0.7127,0.0,Departure/Arrival time convenient,-0.6339,5.0,Class_ord,-0.3775,0.0
23193,Very Low,0.0036,C1,Trải Nghiệm Kém,Food and drink,-0.9197,5.0,biz_travel,-0.3381,0.0,Class_ord,-0.291,0.0
23194,Medium,0.4023,C1,Trải Nghiệm Kém,Ease of Online booking,-0.7105,1.0,biz_travel,-0.4507,0.0,Class_ord,-0.1395,0.0
23195,Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.2483,36.0,Flight Distance,-0.0326,3167.0,was_na_Seat comfort,-0.0191,0.0
23196,High,0.8282,C0,Hài Lòng Toàn Diện,loyal,-2.4743,0.0,Age,-1.6489,35.0,Class_ord,-0.3917,0.0
23197,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1803,3847.0,Cleanliness,-0.114,4.0,delay_severity,-0.0898,0.0
23198,Medium,0.545,C0,Hài Lòng Toàn Diện,Gate location,-0.4206,5.0,Cleanliness,-0.3872,4.0,Departure/Arrival time convenient,-0.3618,5.0
23199,Very Low,0.2348,C0,Hài Lòng Toàn Diện,biz_travel,-1.0335,0.0,Gate location,-0.5883,3.0,Class_ord,-0.3327,0.0
23200,Critical,0.9952,C1,Trải Nghiệm Kém,Seat comfort,-0.9008,2.0,Inflight entertainment,-0.8765,2.0,Baggage handling,-0.6175,3.0
23201,Medium,0.3003,C0,Hài Lòng Toàn Diện,Age,-0.8101,75.0,Flight Distance,-0.5583,3717.0,Online support,-0.127,2.0
23202,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-2.138,1.0,loyal,-2.0293,0.0,Inflight entertainment,-1.5221,1.0
23203,Medium,0.4655,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.9529,3.0,Seat comfort,-0.3777,4.0,Age,-0.3273,65.0
23204,Very Low,0.0,C1,Trải Nghiệm Kém,inflight_experience_score,-0.263,3.0,Class_ord,-0.1405,0.0,Checkin service,-0.0693,4.0
23205,Critical,1.0,C1,Trải Nghiệm Kém,loyal,-2.4452,0.0,Age,-1.4634,33.0,Inflight entertainment,-1.157,2.0
23206,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1579,4.0,Food and drink,-0.0822,4.0,was_na_Seat comfort,-0.016,0.0
23207,Medium,0.6268,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.9276,5.0,biz_travel,-0.8434,0.0,Class_ord,-0.4131,0.0
23208,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6571,3.0,Departure/Arrival time convenient,-0.3973,5.0,Online support,-0.3471,3.0
23209,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.2697,5.0,Gate location,-0.1638,5.0,Age,-0.0581,35.0
23210,Very Low,0.15,C0,Hài Lòng Toàn Diện,Age,-0.239,54.0,Class_ord,-0.1092,0.0,Cleanliness,-0.0267,4.0
23211,High,0.7964,C1,Trải Nghiệm Kém,loyal,-1.1994,0.0,Class_ord,-0.3276,1.0,Checkin service,-0.303,2.0
23212,Very Low,0.3,C1,Trải Nghiệm Kém,Cleanliness,-0.1122,4.0,Flight Distance,-0.0774,2264.0,Age,-0.0552,37.0
23213,Very Low,0.3,C0,Hài Lòng Toàn Diện,Food and drink,-0.0994,4.0,Age,-0.0791,26.0,Flight Distance,-0.0685,1154.0
23214,Critical,0.996,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3367,3.0,Seat comfort,-0.868,3.0,Baggage handling,-0.5534,3.0
23215,Medium,0.3003,C1,Trải Nghiệm Kém,Inflight entertainment,-0.9054,3.0,Checkin service,-0.4116,1.0,Class_ord,-0.2911,2.0
23216,Very Low,0.0,C0,Hài Lòng Toàn Diện,Seat comfort,-0.5083,3.0,biz_travel,-0.3978,0.0,Class_ord,-0.2088,0.0
23217,Critical,0.9695,C1,Trải Nghiệm Kém,inflight_experience_score,-0.8038,2.0,Seat comfort,-0.6386,2.0,ground_experience_score,-0.6079,1.6
23218,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.2773,5.0,Gate location,-0.1975,5.0,Food and drink,-0.1931,5.0
23219,Medium,0.5912,C0,Hài Lòng Toàn Diện,Online support,-0.7322,3.0,Online boarding,-0.2833,2.0,Cleanliness,-0.2511,4.0
23220,Critical,0.9978,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1712,3.0,inflight_experience_score,-0.7135,2.57,Online support,-0.611,3.0
23221,Critical,0.8498,C1,Trải Nghiệm Kém,loyal,-1.9756,0.0,Seat comfort,-1.8629,3.0,Inflight entertainment,-1.3364,3.0
23222,Medium,0.3928,C0,Hài Lòng Toàn Diện,Cleanliness,-0.544,3.0,Leg room service,-0.4075,2.0,On-board service,-0.1767,3.0
23223,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.2794,1.0,inflight_experience_score,-1.1931,2.14,Gate location,-0.9614,5.0
23224,Critical,0.9936,C1,Trải Nghiệm Kém,loyal,-1.5581,0.0,Seat comfort,-1.058,2.0,Inflight entertainment,-0.9783,2.0
23225,Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.2104,35.0,Cleanliness,-0.1428,4.0,Online boarding,-0.0264,4.0
23226,Very Low,0.3,C1,Trải Nghiệm Kém,Departure Delay in Minutes,-0.313,21.0,Gate location,-0.3028,5.0,Age,-0.1805,36.0
23227,Very Low,0.3,C0,Hài Lòng Toàn Diện,Class_ord,-0.1465,2.0,delay_severity,-0.1149,0.06,Departure Delay in Minutes,-0.0771,15.0
23228,Medium,0.3942,C0,Hài Lòng Toàn Diện,Flight Distance,-0.456,3656.0,Cleanliness,-0.4215,3.0,Baggage handling,-0.3943,3.0
23229,Very Low,0.3,C1,Trải Nghiệm Kém,Age,-0.3151,36.0,Departure Delay in Minutes,-0.1429,60.0,Class_ord,-0.1354,2.0
23230,High,0.7055,C1,Trải Nghiệm Kém,Seat comfort,-1.0991,2.0,inflight_experience_score,-0.335,2.86,Inflight entertainment,-0.3305,2.0
23231,High,0.7744,C1,Trải Nghiệm Kém,Seat comfort,-1.624,3.0,Inflight entertainment,-1.2692,3.0,Departure/Arrival time convenient,-0.8056,4.0
23232,Medium,0.6297,C0,Hài Lòng Toàn Diện,Gate location,-0.4177,5.0,Cleanliness,-0.385,4.0,Checkin service,-0.3343,1.0
23233,Critical,0.9299,C1,Trải Nghiệm Kém,Baggage handling,-0.6436,3.0,Ease of Online booking,-0.5244,1.0,Seat comfort,-0.3743,4.0
23234,Critical,0.9997,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0837,3.0,Class_ord,-0.9796,2.0,Leg room service,-0.6952,3.0
23235,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.0265,1587.0,delay_severity,-0.0197,0.0,was_na_Seat comfort,-0.0173,0.0
23236,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4161,5.0,Cleanliness,-0.1906,4.0,Inflight wifi service,-0.1577,5.0
23237,Critical,0.9237,C1,Trải Nghiệm Kém,loyal,-1.6699,0.0,inflight_experience_score,-1.301,2.14,Seat comfort,-1.1967,2.0
23238,Medium,0.6277,C0,Hài Lòng Toàn Diện,Checkin service,-0.54,2.0,On-board service,-0.4707,2.0,Cleanliness,-0.38,4.0
23239,Critical,0.9997,C1,Trải Nghiệm Kém,Seat comfort,-1.2708,3.0,Inflight entertainment,-1.0832,3.0,Gate location,-0.7384,5.0
23240,Critical,0.9442,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2932,1.0,Departure Delay in Minutes,-1.1402,158.0,inflight_experience_score,-0.9635,1.57
23241,Medium,0.3831,C0,Hài Lòng Toàn Diện,Cleanliness,-0.4365,3.0,Baggage handling,-0.4289,3.0,Checkin service,-0.0753,4.0
23242,High,0.6999,C0,Hài Lòng Toàn Diện,Seat comfort,-1.6634,2.0,Inflight entertainment,-1.61,2.0,Departure/Arrival time convenient,-0.6345,4.0
23243,Critical,0.9999,C1,Trải Nghiệm Kém,Inflight entertainment,-1.8008,1.0,Ease of Online booking,-1.7675,1.0,inflight_experience_score,-1.3814,1.71
23244,Critical,0.9999,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6262,1.0,Ease of Online booking,-1.4862,1.0,Seat comfort,-1.3508,1.0
23245,Very Low,0.15,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.9801,3.0,Ease of Online booking,-0.1581,5.0,Online boarding,-0.1454,1.0
23246,Medium,0.3003,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0293,2.0,Online support,-0.3594,2.0,inflight_experience_score,-0.3033,3.0
23247,Low,0.3,C1,Trải Nghiệm Kém,Online support,-0.5708,3.0,Flight Distance,-0.2431,120.0,inflight_experience_score,-0.2417,2.4
23248,Critical,0.8498,C1,Trải Nghiệm Kém,inflight_experience_score,-1.34,2.29,loyal,-1.2441,0.0,Seat comfort,-1.0925,3.0
23249,High,0.844,C1,Trải Nghiệm Kém,Seat comfort,-1.0764,2.0,inflight_experience_score,-0.9974,2.29,Departure Delay in Minutes,-0.881,161.0
23250,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4032,5.0,Flight Distance,-0.2479,3273.0,Departure/Arrival time convenient,-0.1952,5.0
23251,Critical,0.9998,C1,Trải Nghiệm Kém,Seat comfort,-1.5471,2.0,Class_ord,-0.8874,2.0,Age,-0.8607,69.0
23252,High,0.8047,C0,Hài Lòng Toàn Diện,loyal,-1.3301,0.0,Inflight entertainment,-1.0694,3.0,Cleanliness,-0.7252,3.0
23253,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-2.5186,1.0,Gate location,-1.4808,4.0,Inflight entertainment,-1.4378,1.0
23254,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4135,5.0,Departure/Arrival time convenient,-0.2547,5.0,Cleanliness,-0.1532,4.0
23255,High,0.8322,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1236,3.0,Seat comfort,-1.028,3.0,Cleanliness,-0.4642,3.0
23256,Medium,0.3648,C1,Trải Nghiệm Kém,Inflight entertainment,-0.7588,2.0,Online support,-0.5007,3.0,Flight Distance,-0.4572,3562.0
23257,Very Low,0.2952,C0,Hài Lòng Toàn Diện,Online support,-0.4958,3.0,biz_travel,-0.3761,0.0,Ease of Online booking,-0.2929,3.0
23258,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.5021,5.0,Departure/Arrival time convenient,-0.1633,5.0,Age,-0.1533,48.0
23259,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0588,4.0,Online boarding,-0.0381,4.0,delay_severity,-0.0353,0.02
23260,Very Low,0.0003,C1,Trải Nghiệm Kém,Cleanliness,-0.2827,3.0,Online support,-0.2058,2.0,Baggage handling,-0.1642,3.0
23261,High,0.8224,C1,Trải Nghiệm Kém,Inflight entertainment,-1.345,3.0,Seat comfort,-0.7427,3.0,Cleanliness,-0.6476,3.0
23262,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3387,5.0,Departure/Arrival time convenient,-0.2153,5.0,Cleanliness,-0.1617,4.0
23263,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0445,4.0,delay_severity,-0.0175,0.0,was_na_Seat comfort,-0.0142,0.0
23264,Very Low,0.3,C0,Hài Lòng Toàn Diện,Online boarding,-0.0661,4.0,Class_ord,-0.016,2.0,was_na_Seat comfort,-0.0159,0.0
23265,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1269,4.0,Inflight wifi service,-0.1145,5.0,Flight Distance,-0.1072,1773.0
23266,Very Low,0.1674,C1,Trải Nghiệm Kém,Flight Distance,-0.5266,2609.0,Class_ord,-0.2611,0.0,Cleanliness,-0.1458,2.0
23267,Very Low,0.3,C1,Trải Nghiệm Kém,Flight Distance,-0.3752,3664.0,inflight_experience_score,-0.2081,2.43,Baggage handling,-0.1377,3.0
23268,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-2.2358,1.0,Ease of Online booking,-1.1428,1.0,Gate location,-0.9314,4.0
23269,Very Low,0.15,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3733,5.0,Baggage handling,-0.3373,3.0,Ease of Online booking,-0.2913,5.0
23270,Very Low,0.225,C1,Trải Nghiệm Kém,Ease of Online booking,-0.3591,5.0,Age,-0.3367,33.0,Baggage handling,-0.1967,2.0
23271,High,0.6997,C0,Hài Lòng Toàn Diện,Seat comfort,-1.6512,3.0,Departure/Arrival time convenient,-1.3716,5.0,Inflight entertainment,-1.1096,
23272,Very Low,0.15,C0,Hài Lòng Toàn Diện,biz_travel,-0.4255,0.0,Age,-0.1549,49.0,Flight Distance,-0.0875,1287.0
23273,High,0.6808,C1,Trải Nghiệm Kém,Inflight entertainment,-1.166,2.0,Seat comfort,-1.0115,2.0,inflight_experience_score,-0.9518,2.29
23274,High,0.6975,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.883,3.0,Seat comfort,-1.4152,3.0,Departure/Arrival time convenient,-0.9508,4.0
23275,High,0.8411,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1087,3.0,Seat comfort,-1.0546,3.0,Cleanliness,-0.3914,4.0
23276,High,0.8141,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0697,3.0,Seat comfort,-1.0481,3.0,Cleanliness,-0.4469,3.0
23277,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.4683,1.0,Flight Distance,-0.3701,2351.0,Gate location,-0.3236,5.0
23278,Medium,0.4183,C0,Hài Lòng Toàn Diện,loyal,-0.7892,0.0,Online support,-0.3538,3.0,Leg room service,-0.2253,3.0
23279,Low,0.3,C0,Hài Lòng Toàn Diện,Baggage handling,-0.159,3.0,Cleanliness,-0.1553,3.0,was_na_Seat comfort,-0.0183,0.0
23280,Very Low,0.0,C1,Trải Nghiệm Kém,Food and drink,-0.3717,4.0,Class_ord,-0.3705,0.0,biz_travel,-0.1231,0.0
23281,High,0.6987,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.8443,3.0,biz_travel,-1.1914,0.0,Seat comfort,-1.0844,3.0
23282,Medium,0.3263,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.1636,3.0,Online support,-0.2677,4.0,Age,-0.2539,60.0
23283,Very Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1093,4.0,Age,-0.0504,48.0,was_na_Seat comfort,-0.0143,0.0
23284,Very Low,0.075,C0,Hài Lòng Toàn Diện,biz_travel,-0.6424,0.0,Baggage handling,-0.4685,3.0,Age,-0.2954,55.0
23285,Very Low,0.3,C0,Hài Lòng Toàn Diện,inflight_experience_score,-0.1713,3.14,Departure Delay in Minutes,-0.1183,29.0,Cleanliness,-0.0514,4.0
23286,High,0.6892,C1,Trải Nghiệm Kém,Inflight entertainment,-1.5271,2.0,Seat comfort,-0.9805,2.0,inflight_experience_score,-0.8352,2.29
23287,Critical,0.9236,C0,Hài Lòng Toàn Diện,loyal,-1.868,0.0,Inflight entertainment,-1.0988,2.0,Seat comfort,-1.0265,2.0
23288,Medium,0.416,C0,Hài Lòng Toàn Diện,loyal,-1.2502,0.0,Checkin service,-0.4156,2.0,Class_ord,-0.3591,0.0
23289,Critical,0.9988,C0,Hài Lòng Toàn Diện,Seat comfort,-1.4074,3.0,Gate location,-0.7451,5.0,Departure/Arrival time convenient,-0.7181,5.0
23290,Medium,0.4003,C1,Trải Nghiệm Kém,biz_travel,-0.4913,0.0,Online support,-0.3765,3.0,Gate location,-0.2516,2.0
23291,Low,0.3,C0,Hài Lòng Toàn Diện,Leg room service,-0.0557,4.0,was_na_Seat comfort,-0.0147,0.0,Online boarding,-0.005,4.0
23292,Critical,0.9985,C1,Trải Nghiệm Kém,Seat comfort,-1.1715,3.0,Inflight entertainment,-0.8826,2.0,Gate location,-0.6914,5.0
23293,High,0.8359,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1167,2.0,Age,-0.5072,69.0,inflight_experience_score,-0.4963,2.57
23294,High,0.6984,C1,Trải Nghiệm Kém,Seat comfort,-1.2044,2.0,Gate location,-1.2014,4.0,Inflight entertainment,-1.1301,1.0
23295,Critical,0.9837,C1,Trải Nghiệm Kém,Inflight entertainment,-0.9977,3.0,Online support,-0.5604,3.0,Seat comfort,-0.4547,4.0
23296,Very Low,0.2184,C1,Trải Nghiệm Kém,Seat comfort,-1.1135,2.0,Departure/Arrival time convenient,-0.6678,5.0,Departure Delay in Minutes,-0.4568,82.0
23297,Medium,0.5302,C1,Trải Nghiệm Kém,loyal,-1.325,0.0,Online boarding,-0.203,2.0,Online support,-0.2029,2.0
23298,Very Low,0.3,C1,Trải Nghiệm Kém,Online support,-0.3513,3.0,Ease of Online booking,-0.1605,3.0,Age,-0.0601,31.0
23299,Very Low,0.0,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.2849,4.0,Gate location,-0.2625,3.0,On-board service,-0.0931,2.0
23300,Medium,0.3003,C1,Trải Nghiệm Kém,Cleanliness,-0.1904,4.0,inflight_experience_score,-0.1262,3.14,delay_severity,-0.1029,0.0
23301,High,0.6997,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6709,3.0,Seat comfort,-1.5513,3.0,biz_travel,-1.2743,0.0
23302,Medium,0.5335,C1,Trải Nghiệm Kém,loyal,-1.3269,0.0,Inflight entertainment,-0.7965,3.0,inflight_experience_score,-0.363,2.57
23303,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.6841,,Ease of Online booking,-0.2966,5.0,was_na_Food and drink,-0.124,1.0
23304,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.7117,5.0,Cleanliness,-0.2795,3.0,Leg room service,-0.2152,3.0
23305,Medium,0.5689,C1,Trải Nghiệm Kém,Inflight entertainment,-0.733,,inflight_experience_score,-0.4337,2.6,Food and drink,-0.4267,
23306,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.4339,4.0,Seat comfort,-0.2866,3.0,delay_severity,-0.2084,0.02
23307,Medium,0.3447,C0,Hài Lòng Toàn Diện,Online support,-0.3934,3.0,biz_travel,-0.3317,0.0,Ease of Online booking,-0.2024,3.0
23308,High,0.7118,C0,Hài Lòng Toàn Diện,loyal,-1.773,0.0,Class_ord,-0.3926,0.0,Checkin service,-0.3668,1.0
23309,High,0.8445,C1,Trải Nghiệm Kém,Age,-1.0177,80.0,Seat comfort,-0.8796,3.0,inflight_experience_score,-0.634,2.29
23310,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.298,5.0,Departure/Arrival time convenient,-0.2618,5.0,Departure Delay in Minutes,-0.0328,19.0
23311,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.1181,48.0,Inflight wifi service,-0.0693,5.0,Flight Distance,-0.046,321.0
23312,Critical,0.9549,C1,Trải Nghiệm Kém,Seat comfort,-1.411,2.0,Online support,-0.9178,3.0,inflight_experience_score,-0.5005,2.71
23313,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-2.0365,0.0,Seat comfort,-1.5718,2.0,Inflight entertainment,-1.4332,2.0
23314,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1307,3755.0,Age,-0.0878,54.0,Cleanliness,-0.0646,4.0
23315,Very Low,0.0003,C1,Trải Nghiệm Kém,inflight_experience_score,-0.3541,2.86,Flight Distance,-0.2001,2635.0,Checkin service,-0.0819,4.0
23316,Very Low,0.0003,C0,Hài Lòng Toàn Diện,Food and drink,-0.7851,5.0,Class_ord,-0.3366,0.0,biz_travel,-0.3197,0.0
23317,Very Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.2833,2.17,Age,-0.2378,62.0,Departure/Arrival time convenient,-0.1691,5.0
23318,Medium,0.3053,C1,Trải Nghiệm Kém,inflight_experience_score,-0.5332,2.43,ground_experience_score,-0.2109,2.4,Age,-0.2054,47.0
23319,Very Low,0.0145,C0,Hài Lòng Toàn Diện,biz_travel,-0.3632,0.0,Class_ord,-0.3468,0.0,Food and drink,-0.1712,4.0
23320,Very Low,0.2299,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.4302,5.0,Gate location,-0.3231,5.0,Age,-0.2223,31.0
23321,High,0.7256,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1268,3.0,Seat comfort,-0.8485,3.0,Baggage handling,-0.4386,3.0
23322,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-2.2502,1.0,Inflight entertainment,-1.8004,1.0,Departure/Arrival time convenient,-1.6081,
23323,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.2918,3261.0,was_na_Seat comfort,-0.0138,0.0,was_na_Online boarding,0.0,0.0
23324,Very Low,0.075,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3139,5.0,Inflight wifi service,-0.237,5.0,Ease of Online booking,-0.1845,5.0
23325,High,0.7864,C1,Trải Nghiệm Kém,Seat comfort,-1.2525,3.0,Departure/Arrival time convenient,-0.8247,5.0,Inflight entertainment,-0.7144,3.0
23326,Critical,0.9903,C1,Trải Nghiệm Kém,Baggage handling,-0.7696,3.0,Checkin service,-0.7483,2.0,Seat comfort,-0.7329,4.0
23327,High,0.8276,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6521,2.0,inflight_experience_score,-0.9014,2.57,Flight Distance,-0.7899,4078.0
23328,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.3577,1.0,Ease of Online booking,-1.2939,1.0,inflight_experience_score,-1.2743,2.14
23329,Critical,0.9686,C1,Trải Nghiệm Kém,Seat comfort,-1.4414,2.0,Baggage handling,-0.7191,2.0,Departure/Arrival time convenient,-0.5289,4.0
23330,High,0.7981,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2587,3.0,Cleanliness,-0.6988,3.0,Checkin service,-0.3949,2.0
23331,Medium,0.302,C0,Hài Lòng Toàn Diện,Flight Distance,-0.5538,4004.0,Baggage handling,-0.3947,3.0,Cleanliness,-0.3637,3.0
23332,Very Low,0.1518,C0,Hài Lòng Toàn Diện,Class_ord,-0.4003,0.0,Cleanliness,-0.2039,3.0,Leg room service,-0.1044,3.0
23333,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.3245,36.0,Flight Distance,-0.0703,2349.0,Online boarding,-0.0513,4.0
23334,Very Low,0.3,C0,Hài Lòng Toàn Diện,was_na_Seat comfort,-0.0154,0.0,Flight Distance,-0.0091,2078.0,was_na_Online boarding,0.0,0.0
23335,Very Low,0.0,C0,Hài Lòng Toàn Diện,Class_ord,-0.1956,0.0,biz_travel,-0.1736,0.0,Age,-0.1009,44.0
23336,Medium,0.3007,C1,Trải Nghiệm Kém,inflight_experience_score,-0.5557,2.71,Ease of Online booking,-0.441,1.0,Departure Delay in Minutes,-0.4285,82.0
23337,Very Low,0.1812,C1,Trải Nghiệm Kém,Inflight entertainment,-0.5935,2.0,inflight_experience_score,-0.5002,2.86,Seat comfort,-0.4806,2.0
23338,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.4285,5.0,was_na_Food and drink,-0.153,1.0,Gate location,-0.1363,2.0
23339,High,0.7,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-1.8698,5.0,Inflight entertainment,-1.5726,1.0,Seat comfort,-1.4719,2.0
23340,Very Low,0.3,C1,Trải Nghiệm Kém,loyal,-0.2852,0.0,On-board service,-0.0731,3.0,Online boarding,-0.062,1.0
23341,Critical,0.9978,C1,Trải Nghiệm Kém,Seat comfort,-1.5115,2.0,inflight_experience_score,-0.9728,2.29,Online support,-0.769,3.0
23342,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-1.4929,3.0,Inflight entertainment,-1.3364,3.0,Ease of Online booking,-0.8805,1.0
23343,High,0.7533,C1,Trải Nghiệm Kém,loyal,-0.8681,0.0,Checkin service,-0.4908,1.0,Ease of Online booking,-0.2915,2.0
23344,High,0.6997,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-1.8446,5.0,Inflight entertainment,-1.7336,2.0,Seat comfort,-1.2469,2.0
23345,Very Low,0.0,C1,Trải Nghiệm Kém,Age,-0.2827,69.0,Checkin service,-0.2593,2.0,inflight_experience_score,-0.2358,3.0
23346,Very Low,0.0442,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6473,3.0,biz_travel,-0.5544,0.0,Class_ord,-0.2677,0.0
23347,Low,0.3,C1,Trải Nghiệm Kém,Flight Distance,-0.4092,3240.0,inflight_experience_score,-0.3678,2.86,Cleanliness,-0.2159,3.0
23348,Medium,0.6047,C1,Trải Nghiệm Kém,Seat comfort,-1.2125,2.0,Inflight entertainment,-0.7484,2.0,inflight_experience_score,-0.6309,2.29
23349,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-1.527,0.0,Seat comfort,-1.253,2.0,inflight_experience_score,-1.2094,2.43
23350,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4704,5.0,Checkin service,-0.4596,2.0,Departure/Arrival time convenient,-0.3902,5.0
23351,Very Low,0.1611,C1,Trải Nghiệm Kém,Checkin service,-0.3154,2.0,Cleanliness,-0.2777,3.0,Age,-0.2306,57.0
23352,Critical,0.8498,C1,Trải Nghiệm Kém,loyal,-2.1112,0.0,Seat comfort,-1.5563,3.0,Inflight entertainment,-1.2345,3.0
23353,Very Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-0.8422,0.0,Departure/Arrival time convenient,-0.1904,5.0,Leg room service,-0.18,3.0
23354,Medium,0.6728,C1,Trải Nghiệm Kém,Inflight entertainment,-1.9349,3.0,Seat comfort,-0.7433,3.0,biz_travel,-0.3259,0.0
